make,model,colour,capacity,network,grade,condition,count
Samsung,C3350,Black,"Not Applicable",Foreign,Unknown,"Power On Tested-Broken LCD",2
Samsung,C3350,Black,"Not Applicable",Unlocked,"Insurance Grade","Non-working - Need Battery",6
Samsung,C3350,Black,"Not Applicable",Unlocked,"Insurance Grade",Working,12
Samsung,C3350,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,10
Samsung,C3350,Black,"Not Applicable",Unlocked,"Insurance Grade",Non-working,2
Samsung,C3350,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",6
Samsung,C3350,Black,"Not Applicable",Unlocked,"Grade B B2B",Non-working,2
Samsung,C3350,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",2
Samsung,C3350,Grey,"Not Applicable",Vodafone,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Samsung,C3350,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,20
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,36
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Insurance Grade","Brand New",30
Samsung,c3520,Silver,"Not Applicable",Damaged,"Grade D",BER,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Non-working,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",2
Samsung,c3520,Silver,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Grade D",BER,2
Samsung,c3520,Silver,"Not Applicable",Damaged,"Grade A - Very Good Condition",BER,2
Samsung,c3520,Silver,"Not Applicable",Unlocked,"Insurance Grade",Working,2
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Insurance Grade","Brand New",12
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,16
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Working - Minor Issue",4
Samsung,C3590,Silver,"Not Applicable",Unlocked,Unknown,BER,2
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade B - Good Condition","Working - Minor Issue",2
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,C3590,Silver,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,C3590,Silver,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,"CAR ADAPTER USB CABLE(5W)",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"CAR ADAPTER USB CABLE(5W)",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"CAR ADAPTER USB CABLE(5W)",Black,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CAR ADAPTER USB TYPE - C TO A CABLE(15W)",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"CAR ADAPTER USB TYPE - C TO A CABLE(15W)",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"CAR ADAPTER USB TYPE - C TO A CABLE(15W)",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"CH@T 357",Silver,"Not Applicable",Unknown,"Grade A - Very Good Condition",BER,2
Samsung,"CH@T 357",White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,"chat 357 s3570",Grey,"Not Applicable",NOS-Portugal,"Grade B B2B","Non-working - Need Battery Cover",2
Samsung,"chat 357 s3570",White,"Not Applicable",Unlocked,"Insurance Grade",Working,2
Samsung,"chat 357 s3570",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"Chromebook XE303C12-A01UK 11.6-inch Laptop (2GB RAM, 16GB HDD)",Silver,2GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"CLEAR COVER FOR GALAXY A3 (2017)",Clear,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,"CLEAR COVER FOR GALAXY A3 (2017)",Clear,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"CLEAR COVER FOR GALAXY A3 (2017)",Clear,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,6
Samsung,"CLEAR COVER FOR GALAXY A3 (2017)",Clear,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"CLEAR VIEW COVER FOR GALAXY S6",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"CLEAR VIEW COVER FOR GALAXY S6",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"CLEAR VIEW COVER FOR GALAXY S6",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,6
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,118
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Blue,"Not Applicable","Not Applicable","Insurance Grade",Working,110
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",12
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE - FBA FRANCE",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE - FBA UK",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,10
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,16
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,46
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,18
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",6
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Blue,"Not Applicable","Not Applicable","Insurance Grade",Working,32
Samsung,"CLEAR VIEW COVER FOR GALAXY S6 EDGE+",Gold,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,10
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",6
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,8
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,66
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,24
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,18
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"CLEAR VIEW COVER FOR GALAXY S7",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 - FBA UK",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",32
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 - FBA UK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",8
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,20
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,46
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,24
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,44
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CLEAR VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CLEAR VIEW STANDING COVER GALAXY NOTE8",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,10
Samsung,"CLEAR VIEW STANDING COVER GALAXY NOTE8",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,10
Samsung,"CLEAR VIEW STANDING COVER GALAXY NOTE8",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Samsung,"CLEAR VIEW STANDING COVER GALAXY NOTE8",Black,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"CORE I8260",White,8GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,e1050,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",8
Samsung,e1050,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,12
Samsung,e1050,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,e1050,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,e1050,Black,"Not Applicable",Damaged,"Grade A - Very Good Condition","Non-working - Need Battery",2
Samsung,e1050,Black,"Not Applicable",Damaged,Unknown,Non-working,2
Samsung,e1050,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",2
Samsung,e1050,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Samsung,e1050,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,e1050,Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",2
Samsung,e1050,White,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Samsung,e1050,White,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,E1080i,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,E1080i,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,10
Samsung,E1080i,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,E1080i,Black,"Not Applicable",Damaged,"Grade D",BER-Scrap,2
Samsung,E1080i,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,E1080i,Black,"Not Applicable",Unlocked,"Grade D",Working,14
Samsung,E1080W,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung,E1100,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,E1100,Black,"Not Applicable",Damaged,"Grade D",BER-Scrap,2
Samsung,E1120,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
Samsung,E1120,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,E1120,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung,E1120,Silver,"Not Applicable",Orange,"Grade D",Working,2
Samsung,E1120,Silver,"Not Applicable",Orange,"Grade D","Non-working - Need Battery",2
Samsung,E1170,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Samsung,E1170,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,E1180,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",2
Samsung,E1182,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,e1190,Grey,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",BER,2
Samsung,e1190,Grey,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery Cover",2
Samsung,e1190,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",40
Samsung,e1190,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,12
Samsung,e1190,Red,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Working - Minor Issue",2
Samsung,e1190,Red,"Not Applicable",Unlocked,"Insurance Grade","Brand New",12
Samsung,e1190,Red,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Samsung,e1190,Red,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,e1190,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,e1190,Black,"Not Applicable",Unlocked,"Not Graded","Working - Need Battery Cover",2
Samsung,e1190,Red,"Not Applicable",Unlocked,"Insurance Grade",Working,2
Samsung,e1190,Grey,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Non-working - Need Battery Cover And Battery",2
Samsung,e1190,Purple,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,e1195,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,32
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade D",Working,12
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,46
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,36
Samsung,E1200,Black,"Not Applicable",Tesco-Mobile,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Unknown,"Grade A - Very Good Condition","Power On Tested-Broken LCD",2
Samsung,E1200,Black,"Not Applicable",Tesco-Mobile,Unknown,"Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,6
Samsung,E1200,Black,"Not Applicable",T-Mobile,"Grade C - Acceptable Condition",Working,2
Samsung,E1200,Black,"Not Applicable",Unknown,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Unknown,Unknown,Non-working,2
Samsung,E1200,Black,"Not Applicable",Tesco-Mobile,"Insurance Grade","Brand New",4
Samsung,E1200,Black,"Not Applicable",Tesco-Mobile,"Grade A - Very Good Condition",Working,4
Samsung,E1200,White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",6
Samsung,E1200,White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",12
Samsung,E1200,White,"Not Applicable",Unknown,"Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Working - Need Battery Cover and Battery",2
Samsung,E1200,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",2
Samsung,E1200,Black,"Not Applicable",NOS-Portugal,"Not Graded","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",Damaged,"Not Graded","Power On Tested-Good LCD",2
Samsung,E1200,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery Cover And Battery",14
Samsung,E1200,Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Non-working - Need Battery Cover And Battery",4
Samsung,E1200,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery",4
Samsung,E1200,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,E1200,Black,"Not Applicable",Damaged,"Grade A - Very Good Condition","Power On Tested-Good LCD",2
Samsung,E1200,Silver,"Not Applicable",Unlocked,"Grade D","Working - Minor Issue",2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,28
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,4
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,18
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,16
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade D",BER-Scrap,2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Non-working - Unlock",4
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Non-working - Unlock",2
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade A - Very Good Condition",BER,2
Samsung,E1200I,Black,"Not Applicable",Unknown,"Grade D",BER,2
Samsung,E1200I,White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,E1200I,White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade D","Non-working - Need Battery Cover And Battery",14
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade B B2B","Non-working - Need Battery Cover And Battery",8
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery Cover And Battery",18
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition",Working,6
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Non-working - Need Battery Cover And Battery",2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Working - Need Battery Cover and Battery",2
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery",20
Samsung,E1200I,Black,"Not Applicable",NOS-Portugal,"Grade B - Good Condition","Non-working - Need Battery",12
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",46
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Broken LCD",8
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,2
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade B - Good Condition","Power On Tested-Good LCD",4
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade D",BER-Scrap,2
Samsung,E1200I,Black,"Not Applicable",Damaged,"Grade A - Very Good Condition","Power On Tested-Broken LCD",2
Samsung,E1200I,White,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",6
Samsung,E1200I,Black,"Not Applicable",Vodafone,"Grade C - Acceptable Condition",Working,4
Samsung,E1200I,Black,"Not Applicable",Vodafone,"Grade D",Working,2
Samsung,E1200I,Black,Unknown,Vodafone,"Grade C - Acceptable Condition","Non-working - Unlock",2
Samsung,E1200I,Black,Unknown,Unlocked,"Grade C - Acceptable Condition","Non-working - Unlock",2
Samsung,E1200I,Black,Unknown,Unlocked,"Grade C - Acceptable Condition","Awaiting Parts",2
Samsung,E1200I,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,E1200M,Black,Unknown,Unlocked,"Grade C - Acceptable Condition","Non-working - DeBrand",2
Samsung,E1200M,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,E1200R,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",8
Samsung,E1200R,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
